FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape__Length
59,16351,Commonwealth Avenue,6228300,3,2,1,2010,BL,102.315020512841
60,16352,Hereford Street,5270000,5,2,0,2013,SLM,62.8651952942672
61,16353,Hereford Street,5269900,5,2,0,2013,BL,60.1420826170727
62,16354,Commonwealth Avenue,4500800,3,2,1,2010,BL,179.851396093409
63,16355,Hereford Street,5270100,5,2,0,2013,SLM,65.244875582817
64,16356,Norfolk Street,5723601,5,1,0,2017,BFBL,51.9175352874826
65,16357,Norfolk Street,4925200,5,2,0,2017,BL,116.522135350831
66,16358,Norfolk Street,5217400,5,2,0,2017,BL,79.7706727389058
67,1,Veterans Of Foreign Wars Parkway,6212500,2,3,1,2013,BL,236.968935998545
68,16359,Norfolk Street,5217500,5,2,0,2017,BL,71.6202599585982
69,16360,Talbot Avenue,4817300,5,2,0,2010,BL,347.514846658992
70,16361,Old Road,5383900,0,2,0,2009,BL,87.9014782287888
71,16362,Blue Hill Avenue,6285300,3,2,1,2010,SLM,129.486651709922
72,16363,Columbia Road,5515600,5,2,1,2010,BL,79.4577978541513
73,16364,Blue Hill Avenue,5223200,5,2,1,2010,BL,100.320573134865
74,16365,Warren Street,5852500,5,2,0,2010,SLM,87.1334472741138
75,16366,Warren Street,6263900,5,2,1,2011,SLM,103.234260488423
76,16367,Warren Street,6263800,5,2,1,2011,SLM,21.7837229071489
77,16368,Warren Street,6264001,5,2,1,2011,BL,174.659427808458
78,16369,Walnut Avenue,5741200,6,2,0,2011,BLSL,59.2581958670997
79,16370,Warren Street,5741800,5,2,1,2011,BL,109.838281054037
80,16371,Warren Street,5474401,5,2,0,2011,SLM,45.9867695707012
81,16372,Warren Street,6257200,5,2,1,2011,SLM,79.186264192334
82,16373,Warren Street,5632400,5,2,1,2011,SLM,27.6475932703324
83,16376,Columbus Avenue,4554700,3,2,0,2018,SBL,129.366659587771
84,16377,Columbus Avenue,4542800,3,2,0,2009,BL,106.430236897948
85,16378,Massachusetts Avenue,5273700,3,2,1,2011,BL,103.883067006777
86,16379,Hereford Street,5269400,5,2,0,2013,BL,62.6824457316186
87,16380,Dalton Street,5626900,5,2,0,2011,BLSL,183.914376147459
88,16382,Beacon Street,4481200,3,2,0,2018,SBL,270.256048364351
89,16383,Norfolk Street,5752800,5,2,0,2017,BL,114.69775696093
90,16384,Norfolk Street,4868500,5,2,0,2017,BL,31.7217313979461
91,16385,Norfolk Street,4866500,5,2,0,2017,BL,89.819116712877
92,16387,Columbus Avenue,4532600,3,2,0,2009,BL,112.115949359941
93,16388,Dartmouth Street,5874800,5,2,0,2011,SLM,237.001773406291
94,16389,West Dedham Street,5616200,5,2,0,2011,BLSL,147.599914601237
95,16390,Albany Street,4561100,5,2,0,2012,BL,91.9775261314592
96,16391,Adams Street,4757000,5,2,0,2013,SLM,128.026312999794
97,16392,Columbia Road,5392400,5,2,1,2010,SLM,58.6406822973234
98,16393,Columbia Road,6284600,5,2,1,2010,BL,202.595734444074
99,16394,Geneva Avenue,5728600,5,2,0,2016,SLM,306.866311534042
100,16395,Columbia Road,6239200,5,2,1,2010,BL,48.3093461704156
101,16396,Columbia Road,6239500,5,2,1,2010,BL,114.083270739665
102,16397,Albany Street,5251300,5,2,0,2012,SLM,71.7686642647648
103,16399,Massachusetts Avenue,5546100,3,2,1,2011,BL,70.3273618602477
104,16400,Massachusetts Avenue,46806900,3,2,1,2011,SLM,178.370745888627
105,16402,Stuart Street,5593600,3,2,0,2014,BL,93.6343279614709
106,16403,St James Avenue,5840700,3,2,0,2015,SLM,251.375708903079
107,16404,Columbus Avenue,5874500,3,2,0,2010,SLM,143.004080213595
108,16405,Dartmouth Street,5269000,5,2,0,2011,BL,65.68653261668
109,16406,Commonwealth Avenue,4486800,3,2,1,2010,BL,254.589457989693
110,16407,Commonwealth Avenue,6208500,3,2,1,2010,BL,280.709951557221
111,16408,Longfellow Bridge,5634000,2,1,1,2018,SBL,751.107914308709
112,16409,Cambridge Street,5266800,3,2,0,2014,SLM,67.2892094734609
113,16410,Sullivan Square,5266900,3,2,0,2014,SLM,83.8991024924634
114,16411,Sullivan Square,6207800,3,2,0,2014,BFBL,40.9345387617341
115,16412,Dorchester Avenue,4998200,3,2,0,2010,SLM,142.359519821463
116,16414,Columbia Road,6230300,5,2,1,2010,BL,136.424336737429
117,16415,Massachusetts Avenue,6313400,3,2,1,2010,BL,35.5367800937453
118,16416,Malden Street,4548000,5,2,0,2011,SLM,35.2759268983383
119,16417,Albany Street,4564900,5,2,0,2012,BL,102.591177666778
120,16426,Southern Avenue,4851300,0,2,0,2018,TC,65.1542925148177
121,16438,Washington Street,5854900,5,2,0,2017,SLM,117.247250809659
122,16477,Washington Street,5135400,3,2,0,2016,SLM,35.351353496065
123,16485,Washington Street,4618100,3,2,0,2016,SLM,142.954328676591
124,16486,Washington Street,4615900,3,2,0,2016,SLM,135.233416389662
125,16778,Quincy Street,5835001,5,2,0,2019,SLM,27.967453345898
126,16838,Arlington Street,5272300,3,2,0,2010,SLM,65.2645957588562
127,16839,Boylston Street,4480500,3,2,0,2012,SLM,50.9787115869054
128,16840,Boylston Street,4480700,3,2,0,2012,SLM,119.450140255972
129,16842,Main Street,4409400,5,2,0,2011,BL,66.7675636208662
130,16843,Main Street,4413400,5,2,0,2011,BL,48.6793651365434
131,16844,Main Street,5760300,5,2,0,2011,BL,28.5184815422756
132,16845,Main Street,4406100,5,2,0,2011,BL,88.5192586308554
133,16846,Dorchester Avenue,5198500,3,2,0,2010,SLM,118.20842137734
134,16847,Ashmont Street,5836200,5,2,0,2013,SLM,72.7242955574432
135,16848,Dorchester Avenue,4862300,3,2,0,2011,SLM,106.303569574518
136,16849,Dorchester Avenue,4850300,3,2,0,2011,SLM,101.029012492586
137,16850,Geneva Avenue,4787800,5,2,0,2016,SLM,191.101248101415
138,16851,Geneva Avenue,5686700,5,2,0,2016,SLM,50.3067089411103
139,16852,Adams Street,4748600,5,2,0,2013,SLM,67.2215595648493
140,16853,Adams Street,4750700,5,2,0,2013,SLM,62.0077026984143
141,16854,Broad Street,5279100,5,2,0,2013,SLM,36.5148094810497
142,16855,Cross Street,45224100,3,2,0,2014,BL,22.8954957761521
143,16856,Salem Street,5242600,0,2,0,2013,NW,57.6916103207459
144,16857,Salem Street,5764900,0,2,0,2013,NW,33.253142957031
145,16858,Albany Street,4552500,5,2,0,2012,BLSL,93.8088137373221
146,16860,Kneeland Street,4495200,3,2,0,2017,SBL,76.939094725821
147,16861,Kneeland Street,4495800,3,2,0,2017,SBL,62.9264290956876
148,16863,Main Street,5829400,5,2,0,2012,BL,55.650879171544
149,16864,Mount Vernon Street,4674600,6,2,0,2013,BFBL,51.3643912410259
150,16865,Marginal Street,5645100,0,2,0,2015,NW,442.444085174322
151,16866,Maverick Street,4430500,5,2,0,2015,BL,100.076486492131
152,16867,Dorchester Avenue,5853800,3,2,0,2011,SLM,81.0519025237497
153,16868,Dorchester Avenue,4585300,3,2,0,2011,BL,210.301114735635
154,16869,Dorchester Avenue,4590900,3,2,0,2011,BL,89.1605307617473
155,16870,Dorchester Avenue,4593600,3,2,0,2011,BL,72.2685934432113
156,16871,Dorchester Avenue,5121100,3,2,0,2011,BLSL,64.4660758766909
157,16872,Dorchester Avenue,46178100,3,2,1,2011,SLM,174.752820569009
158,16873,A Street,4533700,5,2,0,2013,BL,97.3503435595583
159,16874,Devonshire Street,5650700,5,2,0,2012,SLM,46.3619872778112
160,16875,Congress Street,5237600,3,2,0,2016,SBL,154.514991968087
161,16876,Pearl Street,5482400,5,2,0,2012,BL,133.373662202931
162,16877,Milk Street,5834100,5,2,0,2011,BL,18.4387275154054
163,16878,Congress Street,5481600,3,2,0,2016,SBL,114.300356032424
164,16879,Liberty Square,5805700,0,2,0,2011,SLM,46.7618385804027
165,16880,Milk Street,5386700,5,2,0,2011,BL,71.0028761056982
166,16881,Broad Street,5279300,5,2,0,2013,SLM,89.2054408790015
167,16882,Salem Street,5764800,0,2,0,2013,NW,23.8215411007765
168,16883,Salem Street,5243100,0,2,0,2013,NW,28.3718178443817
169,16884,John F. Fitzgerald Surface Road,45230300,3,2,0,2014,BL,71.3690858951224
170,16885,Salem Street,5243200,0,2,0,2013,NW,110.721380287174
171,16886,Ashmont Street,4858800,5,2,0,2013,SLM,80.8759124562272
172,16887,Neponset Avenue,4836000,5,2,0,2012,BLSL,74.4666413870992
173,16888,Neponset Avenue,4810200,5,2,0,2012,BLSL,81.082285467412
174,16889,Columbia Road,5173500,3,1,1,2016,BFBL,45.6376099394264
175,17026,Summer Street,5613300,3,2,0,2019,SBL,243.475838727445
176,17053,Harrison Avenue,4498800,5,2,0,2019,BL,139.790709515923
177,17065,Harrison Avenue,5821000,5,2,0,2019,BFBL,77.3660210290463
178,17066,Harrison Avenue,5466600,5,2,0,2019,BL,99.9562744852045
179,17087,Water Street,4863300,0,2,0, ,NW-U,10.9953105417157
180,17107,Constitution Road,5342500,0,2,0,2018,NW,180.112742539831
181,17337,D Street,4564600,5,2,0,2013,BLSL,63.2292285425037
182,17338,D Street,4555200,5,2,0,2013,BLSL,74.295744643655
183,17339,A Street,5815800,5,2,0,2013,BLSL,96.952728657884
184,17340,A Street,5435700,5,2,0,2013,SLM,124.892681699818
185,17341,Atlantic Avenue,5652300,3,2,0,2011,BL,69.0711187008054
186,17342,John F. Fitzgerald Surface Road,5586500,3,2,0,2011,BL,135.639638230135
187,17343,Atlantic Avenue,45230600,3,2,0,2011,BFBL,91.9723787492074
188,17344,Atlantic Avenue,45230500,3,2,0,2011,BFBL,39.1720113816597
189,17345,Atlantic Avenue,5271200,3,2,0,2011,BFBL,135.888383559711
190,17346,High Street,45232100,3,2,0,2011,SLM,80.3462800630058
191,17347,Commercial Street,5149400,5,2,0,2017,SBL,41.2056561230703
192,17348,Commercial Street,5641200,5,2,0,2017,SBL,33.9032053294265
193,17349,Commercial Street,5727700,5,2,0,2017,SBL,120.712867175443
194,17350,D Street,4530400,5,2,0,2013,BL,392.253607063251
195,17351,D Street,5472900,3,2,0,2013,BL,13.1929830272473
196,17352,D Street,5285900,3,5,0,2013,BLSL,129.842602817937
197,17353,D Street Extension,45263700,3,5,1,2013,SLM,93.4869304844975
198,17354,Meridian Street,4418700,3,2,0,2013,BLSL,113.706710014531
199,17356,Maverick Street,5157200,5,2,0,2015,BL,96.4480731158068
200,17357,Bennington Street,5637600,5,2,1,2008,SLM,53.4241595162521
201,17358,Bennington Street,5124401,5,2,0,2008,SLM,246.031696483906
202,17359,Bennington Street,4396900,5,2,0,2008,SLM,268.875188715501
203,17360,Washington Street,4478200,3,2,0,2010,SLM,56.9896412887002
204,17361,Washington Street,4487900,3,2,0,2010,SLM,119.388018185071
205,17362,Beacon Street,4585800,3,2,0,2009,BL,48.2592115731718
206,17363,Commonwealth Avenue,6291100,3,2,1,2013,BL,102.199168369447
207,17364,Baker Street,5688200,6,2,0,2014,BL,370.521244233559
208,17365,Veterans Of Foreign Wars Parkway,5214800,2,3,1,2013,BL,74.3947234902934
209,17366,Baker Street,5687901,6,2,0,2014,BL,52.4753878949759
210,17367,Veterans Of Foreign Wars Parkway,6218300,2,3,1,2013,SLM,98.6798341420416
211,17368,Veterans Of Foreign Wars Parkway,4835500,2,3,1,2013,BL,106.884561125286
212,17369,Veterans Of Foreign Wars Parkway,6218500,2,3,1,2013,BL,219.453525735768
213,17370,Commonwealth Avenue,6227900,3,2,1,2013,SLM,291.353028200795
214,17371,Washington Street,4499300,3,2,0,2010,BL,87.730016135889
215,17372,Faneuil Street,4484900,6,2,0,2017,SLM,50.5135943954792
216,17373,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,379.618250481359
217,17374,Washington Street,5812000,3,2,0,2010,BL,70.8644262736467
218,17375,Washington Street,5811800,3,2,0,2010,BL,24.2417883446722
219,17376,Washington Street,4503900,3,2,0,2010,BL,81.082163251888
220,17391,Northern Avenue,5652800,6,2,0,2018,BLSL,122.388946967793
221,17500,Border Street,5614800,5,2,0,2017,BL,29.1330536976215
222,17838,Veterans Of Foreign Wars Parkway,5107900,2,3,1,2013,BL,47.0222040371245
223,17839,Commonwealth Avenue,6237800,3,2,1,2013,SLM,140.927645369046
224,17840,Chestnut Hill Avenue,4531400,5,2,0,2013,BL,106.092413895418
225,17841,Washington Street,5784101,3,2,0,2010,SLM,23.5596603179693
226,17842,Chestnut Hill Avenue,5656400,5,2,0,2013,BLSL,105.223920587236
227,17843,Market Street,5789700,5,2,0,2013,SLM,76.3590489755473
228,17844,Market Street,4482700,5,2,0,2013,BL,132.468231681255
229,17845,Market Street,4476600,5,2,0,2013,BL,42.5643406315024
230,17846,Market Street,4474600,5,2,0,2013,BL,47.0708211228432
231,17847,Belgrade Avenue,5403201,3,2,0,2013,SLM,78.8497912103261
232,17848,Belgrade Avenue,5403200,3,2,0,2013,SLM,171.420791064808
233,17849,Commonwealth Avenue Frontage Road Wb,5435300,0,2,1,2013,NW,81.9731779788441
234,17850,Belgrade Avenue,4899501,3,2,0,2009,BL,48.5309656493375
235,17851,Centre Street,4874500,5,2,0,2010,BL,51.233585662986
236,17852,Belgrade Avenue,4898600,3,2,0,2009,BL,30.8209636354544
237,17853,Commonwealth Avenue Frontage Road Wb,4540600,0,2,1,2013,BL,181.368781979496
238,17854,Commonwealth Avenue Frontage Road Eb,5109500,0,2,1,2013,NW,261.562203041935
239,17855,Cambridge Street,6242000,3,2,1,2010,BL,47.9987244915504
240,17856,Cambridge Street,5237000,3,2,1,2010,BL,48.0412529757728
241,17857,Market Street,5442800,5,2,0,2013,BLSL,71.6557285827562
242,17858,Market Street,4456900,5,2,0,2013,SLM,71.5070337041595
243,17859,Market Street,6279600,5,2,1,2013,BL,49.8375456090434
244,17860,Centre Street,4859100,5,2,0,2019,BFBL,49.5349196475912
245,17861,Commonwealth Avenue Frontage Road Wb,5264000,0,2,1,2013,NW,429.112904781789
246,17862,Commonwealth Avenue Frontage Road Eb,5110200,0,2,1,2013,NW,163.925153756784
247,17863,Cambridge Street,5193600,3,2,0,2010,BL,23.8252856048011
248,17864,Harvard Avenue,5262600,3,2,0,2010,BL,26.4606437104683
249,17865,Harvard Avenue,4477800,3,2,0,2010,BLSL,58.6111217108303
250,17866,Everett Street,5645200,6,2,0,2017,BLSL,144.670874340625
251,17867,Cambridge Street,5193700,3,2,0,2010,BL,80.110763704189
252,17868,Western Avenue,4437500,5,2,0,2015,BLSL,257.62870379782
253,17869,Knight Street,5464300,0,2,0,0,SUP,86.8450695092812
254,17870,Knight Street,5914200,0,2,0,0,SUP,180.583589641023
255,17871,River Street,5078200,5,2,0,2012,BLSL,126.381401135627
256,17872,Belgrade Avenue,4894400,3,2,0,2009,BL,241.784197370095
257,17873,Centre Street,4820100,5,2,0,2019,BFBL,97.8465371700337
258,17874,Walter Street,4837700,6,2,0,2016,BLSL,44.9235557284546
259,17875,Centre Street,5822101,5,2,1,2010,SLM,31.9400510702466
260,17876,Centre Street,5212900,2,3,1,2011,BL,76.3450759748792
261,17877,Commonwealth Avenue Frontage Road Eb,5110300,0,2,1, ,NW-U,72.5972346803198
262,17878,Washington Street,4812200,3,2,0,2009,BL,23.2026483768907
263,17879,Washington Street,5116900,3,2,0,2009,BL,61.0650600578599
264,17880,Washington Street,4909300,3,2,0,2009,SLM,121.289788065187
265,17881,Washington Street,4901500,3,2,0,2009,BL,149.298572416413
266,17882,Washington Street,4893000,3,2,0,2009,BL,129.093608012042
267,17883,Washington Street,4866900,3,2,0,2009,BL,26.0955939683072
268,17884,Walter Street,6240000,6,2,0,2016,SLM,20.779087802777
269,17885,Walter Street,6294700,6,2,0,2016,BL,54.34028943919
270,17886,Centre Street,6211800,2,3,1,2011,BL,381.293206707659
271,17887,Centre Street,6221700,2,3,1,2011,BL,247.538561085501
272,17888,Harvard Avenue,5871600,3,2,0,2010,BL,55.0513755799118
273,17889,Commonwealth Avenue Frontage Road Wb,5221500,0,2,1, ,NW-U,92.9241738974888
274,17890,North Harvard Street,4451700,5,2,0,2012,BLSL,80.5281549121035
275,17891,Cambridge Street,6264900,3,2,1,2015,BL,94.3283390733921
276,17892,Cambridge Street,5609600,3,2,1,2015,BFBL,322.557508333327
277,17893,North Harvard Street,5753500,5,2,0,2012,BL,153.789707803457
278,17894,North Harvard Street,5738800,5,2,0,2009,BL,74.7235557090343
279,18070,Washington Street,5281200,3,2,0,2016,BFBL,55.5200588781604
280,18339,Cummins Highway,5540200,3,2,0,2012,BL,163.448794297361
281,18340,Centre Street,5199200,5,2,0,2011,SLM,46.4797932595468
282,18341,Perkins Street,6228900,5,3,1,2008,BL,16.6827201043509
283,18342,Washington Street,5705500,3,2,0,2009,BL,281.690241402557
284,18343,Arborway,5241700,0,3,1,2018,SBL,14.230296272916
285,18344,Centre Street,6211200,5,2,1,2011,SLM,91.056101710822
286,18345,Centre Street,4717000,5,2,0,2010,SLM,106.165566133258
287,18347,Western Avenue,5151900,5,2,0,2010,SBLBL,61.0811818748882
288,18348,Cambridge Street,6283800,3,1,1,2018,WALK,39.9324903130322
289,18349,American Legion Highway,6232300,5,2,1,2008,SLM,104.915141391434
290,18350,Centre Street,5134800,5,2,0,2010,BL,102.62503976188
291,18351,Centre Street,4701000,5,2,0,2010,BL,70.3499565369767
292,18352,Centre Street,5135100,5,2,0,2010,SLM,39.0868093012776
293,18353,South Huntington Avenue,5127500,5,2,0,2010,BL,148.966457095718
294,18354,Centre Street,4665600,5,2,0,2010,SLM,57.8404137964042
295,18355,South Huntington Avenue,4652100,5,2,0,2010,BL,58.7971775043395
296,18356,South Huntington Avenue,5127400,5,2,0,2010,BL,161.832346988171
297,18357,Walk Hill Street,5133200,5,2,0,2015,BL,16.4499466119663
298,18358,Beacon Street,5871100,3,2,1,2018,BFBL,77.7108666679117
299,18359,Commonwealth Avenue,5589200,3,2,1,2018,SBL,96.8302096425648
300,18360,Beacon Street,6292400,3,2,1,2018,SBL,8.16575061297335
301,18361,Park Drive,5655400,2,2,0,2015,BL,59.6282380787059
302,18362,Beacon Street,6292300,3,2,1,2018,SBL,189.960862133191
303,18363,Park Drive,5862700,2,2,0,2015,BL,73.3157354434798
304,18364,Mountfort Street,5655600,0,2,0,2017,BL,140.018284743628
305,18365,Arborway,5763500,0,3,1,2018,SBL,24.343602041397
306,18366,James Shea Circle,5489200,2,1,1,2018,SBL,50.2043230136094
307,18367,Rossmore Street,4766800,0,2,0,2017,TC,304.506027046516
308,18368,Rossmore Street,4759700,0,2,0,2017,TC,97.7517762554889
309,18369,Centre Street,4653700,5,2,0,2010,SLM,76.038983404062
310,18370,Centre Street,5315400,5,2,0,2010,SLM,93.1198935232307
311,18371,Longwood Avenue,5745101,5,2,0,2015,BLSL,71.5569653254069
312,18372,Hereford Street,5122000,0,2,0,2013,SLM,82.8244796525517
313,18373,Centre Street,5726300,5,2,0,2010,BLSL,179.423410892653
314,18376,Huntington Avenue,6235600,3,2,1,2013,SLM,100.572837191885
315,18377,Longwood Avenue,4551300,5,2,0,2015,BLSL,107.00057084467
316,18378,River Street,5730100,5,2,0,2013,SLM,74.2810957938215
317,18379,Blue Hill Avenue,6233300,2,2,1,2010,SLM,157.318216490744
318,18380,Blue Hill Avenue,6257500,2,2,1,2010,BL,18.4102875665511
319,18381,Blue Hill Avenue,5158400,2,2,1,2010,BL,199.150317368092
320,18382,American Legion Highway,5707600,5,2,1,2008,SLM,235.298752018531
321,18383,Ruggles Street,4572100,5,2,0,2010,SLM,99.3320863918178
322,18384,Centre Street,4638000,5,2,0,2010,BLSL,95.9236106731701
323,18385,Centre Street,5147500,5,2,0,2010,BLSL,83.2044954481576
324,18386,Huntington Avenue,6241600,3,2,1,2013,SLM,139.522030877051
325,18388,Bay State Road,5653800,6,2,0,2019,CFBL,233.025893575197
326,18389,Beacon Street,5742800,3,2,1,2010,BL,567.216296053822
327,18390,River Street,5045800,5,2,0,2013,SLM,101.144254627946
328,18391,River Street,5839900,5,2,0,2013,SLM,102.07938141195
329,18392,River Street,5868900,5,2,0,2013,SLM,25.4340074545235
330,18393,Jewish War Veterans Drive,4756300,5,2,0,2009,BL,169.255428552192
331,18394,Seaver Street,5149000,3,2,1,2016,BFBL,46.6475641410538
332,18395,Walnut Avenue,4696800,6,2,0,2011,SLM,67.3414375799826
333,18396,Walnut Avenue,5206200,6,2,0,2011,SLM,99.2225839964359
334,18397,Marcella Street,5716000,6,2,0,2011,SLM,108.443395593835
335,18398,Valentine Street,4645000,0,2,0,2011,SLM,108.193005712874
336,18399,Commonwealth Avenue,5126900,3,2,1,2009,BL,81.3066406715069
337,18400,Commonwealth Avenue,6224800,3,2,1,2009,BL,99.3269374212017
338,18401,Commonwealth Avenue,5127000,3,2,1,2009,BL,41.917787271073
339,18402,Commonwealth Avenue,5145700,3,2,1,2009,BL,222.048285705908
340,18435,South Street,4771800,5,2,0, ,SLM,38.9942539943803
341,18440,Eliot Street,5219500,0,2,0, ,TC,40.9646143425896
342,18562,Park Drive,4520100,2,3,0,2018,SLM,138.87131673982
343,18563,Essex Street,5589300,2,2,0,2018,BL,29.6419737533967
344,18589,Forest Hills Entrance Drive,5311200,5,2,1, ,BL,43.9034220326667
345,18595,Washington Street,4746300,3,2,0,2016,SLM,78.3792844933673
346,18596,Gartland Street,5438600,0,2,0,2017,TC,153.690479859865
347,18597,Dungarven Road,5440500,0,2,0,2017,TC,108.460920619358
348,18613,Paul Gore Street,5209100,0,2,0, ,TC,27.3702645755901
349,18615,Wyman Street,4643300,0,2,0, ,TC,104.63669837232
350,18635,Day Street,4633900,6,2,0, ,TC,82.2789885840152
351,18690,Pierpoint Road,5773100,5,2,0, ,SRd,57.7222331990199
352,18738,Franklin Park Service Road,5921400,0,2,0, ,SUP,150.346340085524
353,18744,Washington Street,4729000,3,2,0,2016,SLM,108.073969211743
354,18758,Mozart Street,4655100,0,2,0, ,TC,210.194242246113
355,18760,Wyman Street,4660300,0,2,0, ,TC,100.95461076777
356,18778,Fenway Connector To Park Drive,4546100,3,3,1,2019,BL,26.4100434037616
357,18782,Brookline Avenue,4522000,3,2,0,2019,BLSL,113.008549342183
358,18783,Overland Street,4517900,0,2,0, ,SLM,174.107500334415
359,18789,Brookline Avenue,5626600,3,2,0,2019,BLSL,204.902834813872
360,18796,Pierpoint Road,5778700,5,2,0, ,SRd,389.383566985349
361,18803,Washington Street,4674400,3,2,0,2016,SLM,55.0404290352962
362,18840,Norfolk Street,5723400,5,2,0,2017,BL,170.518619305652
363,18841,Blue Hill Avenue,5124300,2,2,1,2010,BL,116.700748892787
364,18842,Blue Hill Avenue,4910300,3,2,1,2010,BL,79.4211776129183
365,18843,Blue Hill Avenue,6218900,3,2,1,2010,BL,96.0927179475346
366,18844,Blue Hill Avenue,6219500,3,2,1,2010,BL,121.493519892659
367,18845,Blue Hill Avenue,6211900,3,2,1,2012,SLM,261.025197842666
368,18846,Blue Hill Avenue,5167400,3,2,1,2012,SLM,164.084595556279
369,18847,Jewish War Veterans Drive,5190400,5,2,0,2009,BL,136.966244934622
370,18848,Seaver Street,6228500,3,2,1,2016,BL,219.797095546451
371,18850,Martin Luther King Boulevard,6239800,5,2,1,2011,BL,456.964668346008
