FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape__Length
1694,13705,Mozart Street,4648300,0,2,0, ,TC,81.4818480720492
1695,13726,Fenway,5314300,3,3,0,2019,BFBL,319.756744368283
1696,13729,Fenway,4554200,3,3,0,2019,BLSL,96.9516920940364
1697,13748,Playstead Road,5778600,0,2,0, ,SRd,691.032929811701
1698,13749,Pierpoint Road,5223500,0,2,0, ,SRd,76.0484580564492
1699,13754,Washington Street,4683500,3,2,0,2016,SLM,91.6937126505503
1700,13778,Washington Street,5135401,3,2,0,2016,SLM,47.0876535644699
1701,13779,Washington Street,4624800,3,2,0,2016,SLM,74.4629558236981
1702,13830,Blue Hill Avenue,4807600,3,2,1,2012,BL,50.4623838253258
1703,13831,Blue Hill Avenue,6232100,3,2,1,2012,BL,167.053219517164
1704,13832,Jewish War Veterans Drive,4769700,5,2,1,2009,BL,68.4321270926145
1705,13833,Blue Hill Avenue,4785900,3,2,1,2012,SLM,129.266362721955
1706,13834,Elm Hill Entrance,5373100,0,2,0,0,SUP,285.008216636771
1707,13835,Seaver Street,5148600,3,2,1,2016,BFBL,220.017806080073
1708,13838,Washington Street,5135200,3,2,0,2011,SLM,24.0503719389666
1709,13839,Walnut Avenue,4659700,6,2,0,2011,SLM,216.779658294246
1710,13840,Warren Street,5602000,5,2,1,2011,BL,52.4392465117151
1711,13841,Warren Street,5601900,5,2,1,2011,BL,22.4042088815643
1712,13842,Warren Street,5602100,5,2,1,2011,BL,40.0792856970506
1713,13843,Warren Street,5602400,5,2,1,2011,BL,59.8659120375128
1714,13844,Walnut Avenue,4632700,6,2,0,2011,BLSL,109.920693512465
1715,13845,Huntington Avenue,5595100,3,2,1,2012,SLM,421.071880211301
1716,13846,Huntington Avenue,5978300,3,2,1,2012,SLM,268.114418830528
1717,13847,Massachusetts Avenue,5308600,3,2,0,2016,SBLBL,70.9129269241374
1718,13848,Commonwealth Avenue,6241700,3,2,1,2010,BFBL,440.116271986357
1719,13849,Hereford Street,5269500,5,2,0,2013,BL,62.8782082347196
1720,13850,Massachusetts Avenue,5625100,3,1,0,2008,BL,410.907464869941
1721,13851,Ballou Avenue,4927200,0,2,0,2015,NW,64.7484497022291
1722,13852,Norfolk Street,4911300,5,2,0,2017,BL,127.882370858008
1723,13853,Talbot Avenue,4822100,5,2,0,2010,BL,151.985865013229
1724,13854,Blue Hill Avenue,6240400,5,2,1,2010,BL,76.8929375328311
1725,13855,Blue Hill Avenue,6240700,5,2,1,2010,BL,29.8730659518134
1726,13856,Blue Hill Avenue,5847200,5,2,1,2010,BL,166.187513542324
1727,13857,Columbia Road,5282200,5,2,1,2010,BL,167.400222810577
1728,13858,Columbia Road,5776600,5,2,1,2010,BL,269.217764358548
1729,13859,Warren Street,5743200,5,2,0,2010,SLM,26.0739046529051
1730,13860,Warren Street,4712400,5,2,0,2010,SLM,101.957599454154
1731,13861,Warren Street,5743400,5,2,0,2010,SLM,82.8292849652755
1732,13862,Blue Hill Avenue,5754600,5,2,1,2012,SLM,25.4885262742127
1733,13863,Warren Street,5754500,5,2,0,2012,SLM,15.9884865399475
1734,13864,Warren Street,5851900,5,2,0,2010,SLM,64.154352441848
1735,13865,Warren Street,5301400,5,2,0,2011,SLM,118.375176031042
1736,13866,Warren Street,6263700,5,2,1,2011,SLM,146.699250252172
1737,13867,Washington Street,5394000,3,2,0,2011,SLM,90.0877825099955
1738,13868,Warren Street,5839100,5,2,0,2012,BL,125.388100403895
1739,13869,Washington Street,5271700,3,2,0,2011,SLM,37.250881925774
1740,13870,Washington Street,6245200,3,2,1,2011,SLM,99.4317900215067
1741,13871,Washington Street,5271800,3,2,1,2011,SLM,94.7813010990601
1742,13873,Columbus Avenue,5194600,3,2,0,2018,SBL,72.6593797889177
1743,13874,Columbus Avenue,4557000,3,2,0,2018,SBL,73.4111063330938
1744,13875,Columbus Avenue,4545500,3,2,0,2009,BL,96.0434722253461
1745,13876,Massachusetts Avenue,6245800,3,2,1,2011,BL,105.314710187663
1746,13877,Belvidere Street,5661700,5,2,0,2013,BLSL,127.958847465255
1747,13878,Commonwealth Avenue,4490400,3,2,1,2010,BL,253.668772492604
1748,13879,Norfolk Street,5574200,5,2,0,2017,BL,59.9637383391721
1749,13884,Massachusetts Avenue,46806500,3,2,1,2011,BL,227.391574467051
1750,13885,Massachusetts Avenue,5273400,3,2,1,2011,BL,175.353049292238
1751,13887,Columbus Avenue,4530100,3,2,0,2009,BL,110.491730131444
1752,13888,Columbus Avenue,4519000,3,2,0,2010,SLM,284.659767499806
1753,13889,Huntington Avenue,6262300,3,2,1,2015,SLM,290.731453229814
1754,13890,Stuart Street,5840800,3,2,0,2017,BL,127.690372624273
1755,13891,Sullivan Square,5699400,3,2,0,2014,BFBL,80.9780563218443
1756,13892,Main Street,4393800,5,2,1,2014,BFBL,121.125441736925
1757,13893,Alford Street,6243400,3,2,1,2016,BL,204.88202670054
1758,13894,Columbia Road,5733200,5,2,1,2010,BL,281.676366971242
1759,13895,Columbia Road,5733400,5,2,1,2010,BL,317.605360313347
1760,13896,Columbia Road,6254600,5,2,1,2010,SLM,41.340040441753
1761,13897,Albany Street,5752200,5,2,0,2012,SLM,139.703013283087
1762,13898,Albany Street,5678000,5,2,0,2012,BL,126.294390969292
1763,13900,West Dedham Street,5715200,5,2,0,2011,BLSL,130.041567891783
1764,13901,Malden Street,4552600,5,2,0,2011,SLM,341.246826774022
1765,14128,Southern Avenue,4857000,0,2,0,2018,TC,73.0815542844993
1766,14131,Southern Avenue,4853800,0,2,0,2018,TC,92.3650768082768
1767,14133,Colonial Avenue,4841900,0,2,0,2018,TC,133.517036532677
1768,14134,Southern Avenue,4849200,0,2,0,2018,TC,185.326271118653
1769,14332,Main Street,4412500,5,2,0,2011,BL,61.7414873893981
1770,14333,Main Street,5760000,5,2,0,2011,BL,73.3448210943301
1771,14334,Main Street,5759800,5,2,0,2011,SLM,36.8294834644232
1772,14335,Main Street,5173100,5,2,0,2011,BL,55.5871170810772
1773,14336,Main Street,4405200,5,2,0,2011,BL,89.0224776204539
1774,14337,Dorchester Avenue,4918800,3,2,0,2010,SLM,120.202661035182
1775,14338,Ashmont Street,5836400,5,2,0,2013,SLM,75.4079095600851
1776,14339,Ashmont Street,4886400,5,2,0,2013,SLM,212.360514746941
1777,14340,Dorchester Avenue,5152600,3,2,0,2011,SLM,64.614187061942
1778,14341,Dorchester Avenue,5607100,3,2,0,2011,SLM,175.590006525157
1779,14342,Geneva Avenue,4780800,5,2,0,2016,SLM,58.0907649157038
1780,14343,Geneva Avenue,5687100,5,2,0,2016,SLM,44.1796584716441
1781,14344,Dorchester Avenue,4649900,3,2,0,2011,BL,137.166155669326
1782,14345,Dorchester Avenue,5628000,3,2,0,2011,BL,83.0018489298527
1783,14346,Dorchester Avenue,5772400,3,2,0,2011,SLM,69.7065876570129
1784,14347,Columbia Road,6254700,5,2,1,2010,SLM,56.4648021000917
1785,14348,Columbia Road,6242600,5,2,1,2010,BL,127.309531451839
1786,14349,Albany Street,45241100,5,2,0,2012,BLSL,72.279952299195
1787,14350,North Beverly Street,5441400,0,2,0, ,NW-U,75.285656163607
1788,14351,High Street,5647900,5,2,0,2011,BL,107.201614022436
1789,14352,Oliver Street,5451400,0,2,0,2011,SLM,51.8371759258391
1790,14353,D Street Extension,45264000,3,2,1,2013,SLM,120.89237054174
1791,14354,Adams Street,4957500,5,2,0,2017,BFBL,93.2861889912338
1792,14355,Neponset Avenue,4793900,5,2,0,2012,BL,94.049253274251
1793,14356,Neponset Avenue,4798400,5,2,0,2012,BL,126.371752086582
1794,14357,Adams Street,5629700,5,2,0,2013,SLM,106.731102753933
1795,14358,Adams Street,4782200,5,2,0,2013,SLM,128.872548115828
1796,14359,Dorchester Avenue,4763900,3,2,0,2011,SLM,93.6216510732186
1797,14360,Dorchester Avenue,4750500,3,2,0,2011,SLM,109.8190846056
1798,14361,Dorchester Avenue,4744700,3,2,0,2011,SLM,84.8049845802543
1799,14362,Freeport Street,5180100,3,2,0,2013,BL,72.8608098130048
1800,14363,Dorchester Avenue,5128300,3,2,0,2011,BL,31.8334798408607
1801,14364,Dorchester Avenue,5709900,3,2,0,2011,BL,64.8528055080636
1802,14365,Dorchester Avenue,4689400,3,2,0,2011,BL,75.5567502351899
1803,14366,D Street,4578900,5,2,0,2013,BLSL,46.6110323415759
1804,14367,Dorchester Avenue,5627102,3,2,0,2011,SLM,16.6585908806377
1805,14368,Kneeland Street,4499900,3,2,0,2017,BL,74.043326173351
1806,14369,Otis Street,5432000,5,2,0,2012,SLM,169.58787886803
1807,14370,Devonshire Street,5524100,5,2,0,2012,SLM,37.3209022532034
1808,14371,Devonshire Street,4462300,5,2,0,2012,SLM,195.217322841683
1809,14372,Essex Street,4483800,5,2,0,2012,SLM,103.493334580756
1810,14373,Devonshire Street,5648600,5,2,0,2012,SLM,16.9741842970134
1811,14374,Franklin Street,5512300,5,2,0,2011,BL,101.228742453224
1812,14375,Kilby Street,5461200,0,2,0,2011,SLM,28.4872157891905
1813,14376,Water Street,5461400,0,2,0,2011,SLM,39.6060850577077
1814,14377,Franklin Street,5237500,5,2,0,2011,BL,109.0534392328
1815,14378,North Washington Street,5621500,3,2,1,2014,BL,114.409660599217
1816,14379,Salem Street,5242700,0,2,0,2013,NW,64.0380635575314
1817,14380,Cross Street,45229700,3,2,0,2014,BL,131.753878774925
1818,14381,John F. Fitzgerald Surface Road,45229400,3,2,0,2014,SLM,194.18678602513
1819,14382,Commercial Street,5640700,5,2,0,2017,SBL,84.5453374834071
1820,14383,First Avenue,5995900,0,8,0,0,SUP,118.469115172807
1821,14384,First Avenue,5996800,0,8,0,0,SUP,110.592861826975
1822,14385,Ashmont Street,4861800,5,2,0,2013,SLM,100.421722611508
1823,14386,Neponset Avenue,4830600,5,2,0,2012,BLSL,186.37370226387
1824,14387,Neponset Avenue,5205800,5,2,0,2012,BL,23.9954195578349
1825,14388,Freeport Street,5488703,3,2,0,2013,SLM,113.828701078843
1826,14389,Columbia Road,5173600,3,1,1,2016,BFBL,37.0976075639757
1827,14390,Old Colony Avenue,5203400,3,3,1,2016,BFBL,201.448927597872
1828,14427,Charles River Dam,6250900,2,3,1,2019,SBL,383.493717175104
1829,14732,Beach Street,5347100,0,2,0, ,SLM,79.8352158672378
1830,14736,Beach Street,5651600,0,2,0, ,SLM,63.4662855203659
1831,14832,D Street,4553400,5,2,0,2013,SLM,79.9273872178202
1832,14833,D Street,4551900,5,2,0,2013,SLM,78.3383196990848
1833,14834,D Street,4548700,5,2,0,2013,SLM,51.4609758180153
1834,14835,A Street,5139200,5,2,0,2013,BLSL,79.1823482392024
1835,14836,A Street,5717900,5,2,0,2013,SLM,33.6252478884348
1836,14837,John F. Fitzgerald Surface Road,45230000,3,2,0,2011,BL,85.9781132462416
1837,14838,Milk Street,5441000,5,2,0,2011,SLM,125.077459360065
1838,14839,Atlantic Avenue,45276500,3,2,0,2011,BFBL,96.0893848920882
1839,14840,Atlantic Avenue,45231600,3,2,0,2011,BL,166.472600769666
1840,14841,Commercial Street,5149600,5,2,0,2017,SBL,31.0331793475523
1841,14842,Neponset Avenue,4887000,5,2,0,2012,BL,105.891654922295
1842,14844,Maverick Street,5157100,5,2,0,2015,BL,58.6217164194709
1843,14845,Maverick Street,4426400,5,2,0,2015,BL,88.3431928982792
1844,14846,Maverick Street,4426800,5,2,0,2015,BL,86.6564915934718
1845,14847,Maverick Street,5621701,5,1,0,2015,BL,16.9485667332584
1846,14848,Maverick Street,5640000,5,2,0,2015,BL,96.9163257528095
1847,14849,Saratoga Street,4393900,5,2,0,2012,BLSL,181.307250956984
1848,14851,American Legion Highway,6278900,5,2,1,2008,SLM,1224.18829615972
1849,14852,Faneuil Street,4483900,6,2,0,2017,SLM,59.8323714347013
1850,14853,Maverick Street,4427900,5,2,0,2015,BL,88.2527875204243
1851,14854,Meridian Street,5228800,5,2,0,2013,BLSL,128.343098840652
1852,14855,Meridian Street,5707500,5,2,0,2013,BLSL,142.333711352199
1853,14856,Meridian Street,5707401,5,2,0,2013,BLSL,34.8579479088377
1854,14857,Chelsea Street,4427100,5,2,0,2010,BL,104.178302791637
1855,14858,Meridian Street,4397200,3,2,0,2013,BLSL,89.2096388013157
1856,14859,Meridian Street,4402700,3,2,0,2013,BLSL,54.6956458498966
1857,14860,Meridian Street,4407400,3,2,0,2013,BLSL,169.971305019489
1858,14861,Bennington Street,5823500,5,2,1,2008,SLM,36.9923720405961
1859,14862,Veterans Of Foreign Wars Parkway,5214700,2,3,1,2013,BL,29.4108723129016
1860,14863,Veterans Of Foreign Wars Parkway,6271700,2,3,1,2013,BL,301.801309880607
1861,14864,Baker Street,5129100,6,2,0,2014,BL,214.188867113698
1862,14865,Commonwealth Avenue,6227800,3,2,1,2013,BL,96.1654115221557
1863,14866,Washington Street,5357600,3,2,0,2010,BL,31.9687052278267
1864,14867,Lake Street,4511800,6,2,0,2011,BL,224.134018410176
1865,14868,Faneuil Street,4482800,6,2,0,2017,SLM,98.655344352446
1866,14869,Veterans Of Foreign Wars Parkway,6218200,2,3,1,2013,SLM,112.830369223018
1867,14870,Veterans Of Foreign Wars Parkway,4830700,2,3,1,2013,BL,103.781796822034
1868,14871,Commonwealth Avenue,4550500,3,2,1,2013,SLM,68.6671100823463
1869,14872,Lake Street,4523700,6,2,0,2011,BL,140.870269325209
1870,14873,Washington Street,5819300,3,2,0,2010,BL,96.6192716881865
1871,14874,Washington Street,5819400,3,2,0,2010,BL,251.961775204683
1872,14900,Summer Street,5842800,3,2,0,2019,SBL,215.571251135039
1873,14934,Neponset Avenue,6316000,3,3,1, ,SUP,374.888860995414
1874,15034, ,5897700,0, ,0,2019,BL,159.837029125912
1875,15035, ,5898500,0, ,0,2019,BL,153.628910757497
1876,15333,Faneuil Street,4467100,6,2,0,2017,SLM,112.989800780278
1877,15334,Antwerp St,5936600,0, ,0,2014,BL,226.968409810292
1878,15335,Commonwealth Avenue Frontage Road Eb,5108400,0,2,1,2013,NW,221.676474396941
1879,15336,Chestnut Hill Avenue,5125800,5,2,0,2013,BL,23.8499831804689
1880,15337,Chestnut Hill Avenue,5761500,5,2,0,2013,BLSL,102.441966100057
1881,15338,Chestnut Hill Avenue,4525100,5,2,0,2013,BL,83.7204432827253
1882,15339,Chestnut Hill Avenue,5761600,5,2,0,2013,BL,81.3338256043884
1883,15340,Faneuil Street,5291000,6,2,0,2017,SLM,305.448873645562
1884,15341,Market Street,4472200,5,2,0,2013,BL,50.1158880485369
1885,15342,Market Street,5273800,5,2,0,2013,BL,69.9508089790441
1886,15343,Market Street,4466400,5,2,0,2013,BLSL,38.2466452675677
1887,15344,Centre Street,4877800,5,2,0,2010,BL,69.9216936467451
1888,15345,Commonwealth Avenue Frontage Road Wb,5789000,0,2,1,2013,BL,23.5620704221866
1889,15346,Commonwealth Avenue Frontage Road Wb,5310000,0,2,1,2013,BL,335.946202446771
1890,15347,Market Street,5442700,5,2,0,2013,SLM,116.125337209711
1891,15348,Cambridge Street,5193300,3,2,0,2010,BL,122.245518540642
1892,15349,Centre Street,4838200,5,2,0,2019,BFBL,98.5229954570653
1893,15350,Cambridge Street,5193500,3,2,0,2010,BL,77.284341442495
1894,15351,Cummins Highway,5154700,3,2,0,2012,BL,63.0044961842111
1895,15352,Washington Street,5705400,3,2,0,2009,BL,99.5448790443329
1896,15353,Centre Street,5822200,5,2,1,2010,BL,378.028824308406
1897,15354,Centre Street,6238400,2,3,1,2011,BL,199.635750769903
1898,15355,Commonwealth Avenue Frontage Road Eb,5358700,0,2,1, ,NW-U,275.325570459579
1899,15356,Cambridge Street,4470700,3,2,0,2015,BLSL,37.2563066313621
1900,15358,Cambridge Street,4464400,3,2,0,2015,SLM,65.7332976725362
1901,15359,Harvard Avenue,5842200,3,2,0,2010,BLSL,23.1711761826294
1902,15361,Franklin Street,4450800,0,2,0,2010,NW,58.513399514034
1903,15362,Franklin Street,4456700,0,2,0,2010,NW,111.25905793301
1904,15363,Cambridge Street,5104400,3,2,0,2015,BL,103.452582341787
1905,15364,Western Avenue,5638800,5,2,0,2015,BLSL,105.243168894036
1906,15365,Cummins Highway,5311400,3,2,0,2012,BL,102.0613143801
1907,15366,Centre Street,5115900,2,3,1,2011,BL,352.639803915976
1908,15367,Centre Street,5686200,2,3,1,2011,BL,136.537666352969
1909,15368,Centre Street,4737700,5,2,0,2011,SLM,73.8535115165363
1910,15369,Centre Street,4737800,5,2,0,2011,SLM,53.5188517460457
1911,15370,Walk Hill Street,5168400,5,2,0,2015,BL,73.5345079081847
1912,15371,Centre Street,5686300,2,3,1,2011,BL,365.948528485029
1913,15372,Perkins Street,5150200,5,3,1,2008,BL,181.238781740491
1914,15373,Commonwealth Avenue Frontage Road Eb,5358701,0,2,1, ,NW-U,65.9755044882326
1915,15375,Western Avenue,5151700,5,2,0,2010,SBLBL,208.721189206711
1916,15376,North Harvard Street,5638700,5,2,0,2009,BL,180.087157883226
1917,15377,North Harvard Street,5860400,5,2,0,2009,BL,42.4415446800298
1918,15606,Washington Street,5530900,3,2,1,2016,BFBL,53.7144154983483
1919,15607,Washington Street,5531000,3,2,1,2016,BFBL,24.6397681654946
1920,15608,Washington Street,5857700,3,2,0,2016,BFBL,83.9732644904935
1921,15834,American Legion Highway,5701000,5,2,1,2009,SLM,111.93596399548
1922,15835,Centre Street,6235400,2,3,1,2011,BL,8.58099353941235
1923,15836,South Street,5167100,5,2,0,2010,SLM,60.7223351418505
1924,15837,South Street,4739200,5,2,0,2010,BL,123.986305816992
1925,15838,Centre Street,4706200,5,2,0,2010,SLM,30.4940215369538
1926,15839,Perkins Street,5849700,5,2,0,2010,SLM,84.4358205244714
1927,15840,Perkins Street,4647700,5,2,0,2010,SLM,121.599107245063
1928,15841,Chestnut Street,5333300,5,3,1,2007,BL,35.5060426959979
1929,15843,Commonwealth Avenue,6275700,3,2,1,2019,SBL,145.539394266879
1930,15844,Commonwealth Avenue,6305800,3,2,1,2019,SBL,30.821708578426
1931,15845,Cambridge Street,6265100,3,2,1,2018,SBL,61.3329066816256
1932,15846,American Legion Highway,6291400,5,2,1,2009,SLM,64.4867330138404
1933,15847,American Legion Highway,6222600,5,2,1,2008,SLM,757.869659740855
1934,15848,Walk Hill Street,4802100,5,2,0,2014,SLM,110.795616010002
1935,15849,Washington Street,5705600,3,2,0,2018,SBLBL,226.09224528147
1936,15850,Walk Hill Street,5690400,5,2,0,2014,SLM,202.475977612372
1937,15851,Washington Street,4776200,3,2,0,2018,SBL,66.1803374811873
1938,15852,South Street,5735900,5,2,0,2010,SLM,106.144941919801
1939,15853,American Legion Highway,5120400,5,2,1,2008,BL,319.793344056536
1940,15854,Beacon Street,5457700,3,2,0,2010,BL,251.843708616619
1941,15855,Beacon Street,5113600,3,3,0,2019,BFBL,34.0882450200012
1942,15856,Arborway,5763600,0,3,1,2018,SBL,32.6335035709515
1943,15857,Williams Street,5185800,0,2,0,2017,TC,181.666132488474
1944,15858,Washington Street,4647500,3,2,0,2016,SLM,59.0030670446021
1945,15859,Centre Street,6288800,5,2,1,2010,SLM,48.9981831257873
1946,15860,Perkins Street,5827800,5,2,1,2010,SLM,45.7737561908045
1947,15861,Centre Street,4638600,5,2,0,2010,BLSL,76.2009870080531
1948,15862,Brookline Avenue,4570700,2,2,0,2013,SLM,30.4587625416403
1949,15863,Huntington Avenue,5745500,3,2,0,2013,SLM,92.1322728908401
1950,15864,Brookline Avenue,4566900,2,2,0,2013,BLSL,183.598855991497
1951,15865,Brookline Avenue,5674900,2,2,0,2013,BLSL,93.7566444347852
1952,15866,Longwood Avenue,4553900,5,2,0,2015,BLSL,143.295012116314
1953,15867,Brookline Avenue,6298300,2,2,0,2013,BFBL,90.6414309644921
1954,15868,Longwood Avenue,5196900,5,2,0,2015,BLSL,76.4627760886954
1955,15869,Commonwealth Avenue,5176600,3,2,1,2008,BL,57.2464851638606
1956,15870,Park Drive,5655500,2,2,0,2015,BL,81.3292541943947
1957,15871,Beacon Street,5612700,3,2,1,2018,BFBL,113.568859932622
1958,15872,River Street,5858201,5,2,0,2013,SLM,86.3934801904237
1959,15873,River Street,5048800,5,2,0,2013,SLM,75.2267026822429
1960,15874,Tremont Street,4588100,5,2,0,2015,SLM,83.5868237263507
1961,15875,Longwood Avenue,5196800,5,2,0,2015,BLSL,49.693643100242
1962,15876,Longwood Avenue,5745200,5,2,0,2015,BLSL,81.3703373356918
1963,15877,Longwood Avenue,4566700,5,2,0,2015,BLSL,39.103489837225
1964,15879,Beacon Street,6283200,3,2,1,2010,BL,537.841098025425
1965,15880,Blue Hill Avenue,6233500,2,2,1,2010,SLM,186.316693179448
1966,15881,Blue Hill Avenue,5298201,2,2,1,2010,BL,93.7609991753754
1967,15882,Blue Hill Avenue,4988200,2,2,1,2010,BL,133.003776686903
1968,15883,Walk Hill Street,5584000,5,2,0,2014,SLM,23.7894534673161
1969,15884,Norfolk Street,5145900,5,2,0,2017,BL,96.9894926342754
1970,15885,Walk Hill Street,4964100,5,2,0,2014,SLM,326.393215298448
1971,15886,Walnut Avenue,4728400,6,2,0,2011,SLM,60.8133895083305
1972,15887,Walnut Avenue,4725800,6,2,0,2011,SLM,94.8424125795582
1973,15888,Seaver Street,6228800,3,2,1,2016,SUP,642.076933442002
1974,15890,Commonwealth Avenue,5446200,3,2,1,2010,SLM,233.370268134828
1975,15891,Commonwealth Avenue,5230900,3,2,1,2010,BFBL,432.77676906337
1976,15892,Commonwealth Avenue,5451000,3,2,1,2010,BL,203.992247040427
1977,3,Veterans Of Foreign Wars Parkway,4838800,2,3,1,2013,BL,109.76653353431
1978,4,Lake Street,4547801,6,2,0,2010,SLM,185.77592613021
1979,5,Commonwealth Avenue,5141000,3,2,1,2013,SLM,288.626695511011
1980,6,Commonwealth Avenue,5673800,3,2,1,2013,SLM,289.880376571417
1981,7,Lake Street,4540000,6,2,0,2010,SLM,133.238190201643
1982,8,Lake Street,4535900,6,2,0,2010,SLM,268.423354648804
1983,9,Faneuil Street,5454700,3,2,0,2010,BL,50.8866942864547
1984,10,Washington Street,4505600,3,2,0,2010,BL,74.6888205811289
1985,11,Faneuil Street,4485300,6,2,0,2017,SLM,80.936833169113
1986,12,Veterans Of Foreign Wars Parkway,5107800,2,3,1,2013,BL,112.312196279475
1987,13,Beacon Street,4600100,3,2,0,2009,BFBL,77.4158091967962
1988,152,Commonwealth Avenue,6227100,3,2,1,2013,BL,225.786731600635
1989,153,Washington Street,4506300,3,2,0,2010,BL,56.7954670431135
1990,154,Faneuil Street,4481600,6,2,0,2017,BL,66.2357649113584
1991,155,Faneuil Street,5648900,6,2,0,2017,BL,76.8864482162343
1992,156,Baker Street,5437300,6,2,0,2014,BL,128.568572643539
1993,157,Veterans Of Foreign Wars Parkway,4984800,2,3,1,2013,BL,117.460441786738
1994,158,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,672.102703214524
1995,159,Veterans Of Foreign Wars Parkway,6222500,2,3,1,2013,BL,403.000554480606
1996,160,Baker Street,5688000,6,2,0,2014,BL,51.9560338980547
1997,161,Commonwealth Avenue,5717400,3,2,1,2013,SLM,43.614556969392
1998,162,Chestnut Hill Avenue,5701700,5,2,0,2010,SLM,159.090144768593
1999,163,Chestnut Hill Avenue,4534000,5,2,0,2013,BL,91.7839859073954
2000,166,Western Avenue,5126300,5,2,0,2015,BLSL,80.1851148948672
1,7862,Western Avenue,5638900,5,2,0,2015,BLSL,50.3053011435527
2,15893,Forsyth Way,6255900,5,2,1,2011,BL,74.293544608022
3,7863,River Street,5079000,5,2,0,2012,BLSL,90.647929147079
4,7864,South Street,4886800,3,2,0,2009,BL,204.649532392141
5,7865,Washington Street,4865500,3,2,0,2009,BL,209.962693209157
6,7866,Walter Street,5222500,6,2,0,2016,SLM,52.1972364482203
7,15894,Huntington Avenue,6261700,3,2,1,2012,SLM,289.952834966504
8,7867,Washington Street,4843200,3,2,0,2009,BL,93.6662148893999
9,7868,Washington Street,5116800,3,2,0,2009,BL,27.4113832443686
10,7869,Centre Street,6264500,2,3,1,2011,BL,61.3330854621372
11,15895,Hemenway Street,5589700,5,2,1,2011,BL,81.2357813072382
12,7870,Perkins Street,4648700,5,2,0,2010,SLM,39.3118463132363
13,15929,Eliot Street,5219400,0,2,0, ,TC,88.1931654096331
14,7871,Huntington Avenue,5383300,3,2,1,2010,SLM,82.945937893679
15,7872,Commonwealth Avenue Frontage Road Wb,5221700,0,2,1, ,NW-U,97.7073543688811
16,7875,Brighton Avenue,5246700,3,2,1,2010,BL,42.944212532254
17,7876,Commonwealth Avenue Frontage Road Eb,5280800,0,2,1, ,NW-U,129.576118972624
18,15967,Truman Highway,6286800,5,3,0,2018,BFBL,127.012881122529
19,7877,Cambridge Street,5609900,3,2,1,2015,BFBL,77.0215156794266
20,7878,North Harvard Street,5813800,5,2,0,2009,BLSL,108.688150271879
21,16012,Arborway,6241200,0,3,1, ,BL,404.169334856135
22,7879,North Harvard Street,5814000,5,2,0,2009,BLSL,13.5189993998464
23,16108,Franklin Park Service Road,5365200,0,2,0, ,SRd,342.390681882837
24,7880,Western Avenue,4436200,5,2,0,2012,BL,110.761072205606
25,16128,Brookley Road,5685100,0,2,0,2017,TC,106.412150757864
26,7881,Western Avenue,5151800,5,2,0,2010,SBLBL,83.8460311068116
27,16153,Day Street,5827700,6,2,0, ,TC,127.911934025688
28,8085,Washington Street,5281100,3,2,0,2016,BFBL,26.1528999624445
29,16156,Day Street,6303700,6,2,0, ,TC,67.0564506795464
30,8258, ,6317600,0, ,0, ,SUP,17.8423356738424
31,16163,Brookline Avenue,4575700,2,2,0,2019,BLSL,136.582607706274
32,8319,American Legion Highway,5172500,5,2,1,2008,SLM,103.537323237303
33,16238,Fenway Connector To Park Drive,6254200,3,3,1,2019,BL,110.533604887474
34,8320,Centre Street,5199300,5,2,0,2011,SLM,66.7208778047918
35,16240,Fenway,5273300,3,3,0,2019,BLSL,116.779976708562
36,8321,Perkins Street,5150400,5,3,1,2008,BL,16.4904453359129
37,16250,Brookline Avenue,5354400,3,2,0,2019,BLSL,71.5228430762108
38,8322,Perkins Street,6229000,5,3,1,2008,BL,73.9683358426839
39,16271, ,6073500,0,2,0, ,SUP,1410.74210967644
40,8323,Perkins Street,5150600,5,3,1,2008,BL,45.7539808529597
41,16273,Walnut Entrance,5312900,0,2,0, ,SUP,66.9763358821686
42,16274,Washington Street,5162500,3,2,0,2016,SLM,24.9675028465226
43,16278,Washington Street,4672000,3,2,0,2016,SLM,68.7500373910175
44,16335,Norfolk Street,4957700,5,2,0,2017,BL,85.4626169409079
45,16336,Norfolk Street,4946700,5,2,0,2017,BL,56.6140085159621
46,16337,Norfolk Street,5592300,5,2,0,2017,BL,14.9781923234424
47,16338,Talbot Avenue,4840600,5,2,0,2010,SLM,61.6582841429842
48,16339,Talbot Avenue,4843000,5,2,0,2010,SLM,100.170739552842
49,16340,Talbot Avenue,4847400,5,2,0,2010,SLM,156.814355316602
50,16341,Blue Hill Avenue,4788500,3,2,1,2012,SLM,84.7008431393675
51,16342,Blue Hill Avenue,5138800,3,2,1,2012,SLM,142.133817619785
52,16343,Blue Hill Avenue,5138900,3,2,1,2012,SLM,134.905380944714
53,16344,Jewish War Veterans Drive,4766000,5,2,1,2009,BL,159.387736321565
54,16345,Walnut Avenue,4670300,6,2,0,2011,SLM,104.994684264746
55,16346,Walnut Avenue,5604400,6,2,0,2011,SLM,25.00763297855
56,16348,Ruggles Street,4573900,5,2,0,2010,SLM,52.9671245869037
57,16349,Ruggles Street,5470100,5,2,0,2010,SLM,65.5444978173566
58,16350,Commonwealth Avenue,6270100,3,2,1,2010,BL,10.0411643616996
